segment_id,t,v,dv,gap,a
0,0.0,2.185277777777778,1.4247222222222224,5.8575277777777774,0.3541666666666679
0,0.5,4.664722222222222,2.974166666666667,5.0,0.9375000000000004
0,1.0,5.250277777777778,3.343611111111111,5.0,1.1222222222222231
0,1.5,5.78,3.810277777777778,5.0,1.0902777777777781
0,2.0,6.265555555555554,4.286944444444443,5.0,0.8027777777777786
0,2.5,6.691666666666667,4.762500000000001,5.0,0.704166666666669
0,3.0,7.065833333333334,5.188333333333334,5.0,0.8972222222222217
0,3.5,7.400555555555555,5.5424999999999995,5.0,0.48333333333333195
0,4.0,7.568888888888889,5.706666666666667,5.0,0.3736111111111078
0,4.5,7.771944444444445,5.88888888888889,5.0,0.5791666666666683
0,5.0,8.116666666666667,6.125555555555556,5.0,0.5430555555555604
0,5.5,8.454444444444446,5.931111111111112,5.0,0.7402777777777831
0,6.0,8.738611111111114,5.413611111111113,5.0,0.5027777777777805
0,6.5,8.995000000000001,5.028611111111111,5.0,0.49999999999999584
0,7.0,9.226388888888888,4.690555555555555,5.0,0.4722222222222197
0,7.5,9.37,4.249722222222221,5.0,0.18333333333333335
0,8.0,9.526944444444446,3.885833333333336,5.0,0.3736111111111107
0,8.5,9.76888888888889,3.707777777777779,5.0,0.5013888888888862
0,9.0,10.016388888888889,3.669722222222221,5.0,0.4944444444444432
0,9.5,10.239444444444445,3.6869444444444444,5.0,0.5041666666666648
0,10.0,10.536666666666669,3.7538888888888904,5.0,0.6208333333333286
0,10.5,10.846666666666668,3.7977777777777773,5.0,0.5513888888888884
0,11.0,11.105555555555556,3.7747222222222216,5.0,0.5402777777777787
0,11.5,11.36972222222222,3.756666666666664,5.0,0.6000000000000008
0,12.0,11.688333333333336,3.794722222222223,5.0,0.681944444444446
0,12.5,12.038333333333336,3.8772222222222243,5.0,0.6458333333333323
0,13.0,12.368611111111113,3.918055555555556,5.0,0.6666666666666664
0,13.5,12.761388888888888,3.9769444444444417,5.0,0.8402777777777795
0,14.0,13.209722222222226,4.1430555555555575,5.0,0.9375000000000028
0,14.5,13.66,4.390555555555556,5.0,0.9333333333333369
0,15.0,14.074166666666667,4.6,5.0,0.7791666666666697
0,15.5,14.458888888888891,4.710555555555558,5.0,0.750000000000001
0,16.0,14.844166666666668,4.756111111111112,5.0,0.781944444444443
0,16.5,15.216111111111115,4.750833333333338,5.0,0.7486111111111032
0,17.0,15.559444444444445,4.585000000000001,5.0,0.6000000000000002
0,17.5,15.84388888888889,4.1800000000000015,5.0,0.6430555555555574
0,18.0,16.19805555555556,3.7666666666666693,5.0,0.733333333333334
0,18.5,16.642222222222227,3.4508333333333354,5.0,0.9194444444444442
0,19.0,17.139166666666668,3.2352777777777764,5.0,1.0402777777777645
0,19.5,17.591944444444444,3.1002777777777766,5.0,0.7652777777777754
0,20.0,17.919444444444448,2.9822222222222265,5.0,0.5930555555555602
0,20.5,18.240555555555556,2.9013888888888886,5.0,0.7375000000000067
0,21.0,18.590833333333336,2.863611111111112,5.0,0.6652777777777827
0,21.5,18.94333333333334,2.8800000000000026,5.0,0.63194444444444
0,22.0,19.290277777777778,2.924722222222222,5.0,0.7444444444444478
0,22.5,19.635277777777777,2.986111111111107,5.0,0.7013888888888948
0,23.0,19.94388888888889,3.0352777777777753,5.0,0.5888888888888906
0,23.5,20.192777777777778,2.9852777777777746,5.0,0.47222222222222343
0,24.0,20.47416666666667,2.854166666666668,5.0,0.620833333333323
0,24.5,20.80388888888889,2.694722222222218,5.0,0.6305555555555447
0,25.0,21.04444444444444,2.401388888888878,5.0,0.39027777777777584
0,25.5,21.203333333333333,2.0202777777777783,5.0,0.2555555555555551
0,26.0,21.314722222222215,1.6213888888888803,5.0,0.18194444444444766
0,26.5,21.406666666666666,1.2094444444444434,5.0,0.20694444444445376
0,27.0,21.5075,0.8411111111111076,5.0,0.18750000000000286
0,27.5,21.56305555555556,0.5202777777777818,5.0,0.016666666666669692
0,28.0,21.59027777777778,0.3163888888888877,5.0,0.06388888888889181
0,28.5,21.63111111111111,0.331111111111106,5.0,0.036111111111112246
0,29.0,21.639444444444447,0.4477777777777767,5.0,-0.06527777777777082
0,29.5,21.606388888888894,0.5447222222222301,5.0,-0.07222222222222005
0,30.0,21.53722222222222,0.6141666666666659,5.0,-0.10416666666666272
0,30.5,21.4575,0.669722222222223,5.0,-0.15277777777777699
0,31.0,21.389444444444443,0.7241666666666688,5.0,-0.14166666666666855
0,31.5,21.318611111111107,0.7447222222222223,5.0,-0.11805555555554975
0,32.0,21.246111111111112,0.7261111111111092,5.0,-0.16666666666666083
0,32.5,21.174999999999997,0.7177777777777763,5.0,-0.13194444444444642
0,33.0,21.11,0.724444444444444,5.0,-0.15000000000000407
0,33.5,21.05472222222222,0.7163888888888863,5.0,-0.12638888888888405
0,34.0,21.018611111111117,0.705833333333338,5.0,0.01944444444445127
0,34.5,21.03888888888889,0.7241666666666724,5.0,0.0986111111111147
0,35.0,21.11611111111111,0.772777777777776,5.0,0.201388888888893
0,35.5,21.212777777777777,0.8505555555555517,5.0,0.2111111111111135
0,36.0,21.329444444444444,0.9766666666666701,5.0,0.2166666666666675
0,36.5,21.46,1.1013888888888914,5.0,0.294444444444445
0,37.0,21.60361111111111,1.1763888888888907,5.0,0.31944444444444836
0,37.5,21.75472222222222,1.2680555555555557,5.0,0.2777777777777772
0,38.0,21.914722222222224,1.3952777777777818,5.0,0.3069444444444449
0,38.5,22.083611111111114,1.5083333333333364,5.0,0.35138888888888975
0,39.0,22.2375,1.5916666666666686,5.0,0.28611111111110127
0,39.5,22.390555555555554,1.642777777777777,5.0,0.3430555555555409
0,40.0,22.57888888888889,1.6666666666666679,5.0,0.4291666666666559
0,40.5,22.811666666666667,1.6786111111111097,5.0,0.4041666666666551
0,41.0,22.977222222222224,1.6099999999999994,5.0,0.35138888888889386
0,41.5,23.150555555555552,1.5324999999999918,5.0,0.3722222222222451
0,42.0,23.382499999999997,1.4530555555555473,5.0,0.4041666666666803
0,42.5,23.563611111111108,1.2924999999999969,5.0,0.40000000000000263
0,43.0,23.75888888888889,1.19027777777778,5.0,0.4097222222222063
0,43.5,23.93388888888889,1.1074999999999982,5.0,0.33055555555554667
